Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value,Phylo_Dist_Root,Phylo_Branch_Len,Salinity_Tol
Ceratophyllum,Ceratophyllaceae,Ceratophyllales,0.0,0.0,1.0,0.0,0.0,0.2876006946967245,1.0,0.25,0.0,2.3942552466726874,0.6304592000547441,0.69,,5.0,1.0,0.0
Cercidium,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,,21.0,1.0,19.801980198019802
Cercocarpus,Rosaceae,Rosales,10.71428571,0.375,1.0,1.0,0.001060071,0.0,0.869068767173913,0.7657793086666667,0.9722222222083332,4.0,0.8256875,0.7405270453157895,,20.0,1.0,2.7777777777777777
Cerinthe,Boraginaceae,Boraginales,0.0,0.0,0.205128205,0.0,0.001824818,0.0,1.0,0.75,1.0,2.9123376622857142,0.7039500000000001,0.95,,22.0,1.0,4.878048780487805
Cestrum,Solanaceae,Solanales,0.0,0.0,1.0,1.0,0.089837398,0.0070921986666666,1.0,0.859375,1.0,3.333333333,0.25625,2.460350907,,21.0,1.0,21.428571428571427
Chaenactis,Asteraceae,Asterales,0.865800866,0.090909091,0.386363636,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.3862005286025645,,34.0,1.0,7.835820895522388
Chaenomeles,Rosaceae,Rosales,0.0,0.0,1.0,1.0,0.001060071,0.0,1.0,1.0,1.0,2.1739697801,0.8256875,0.6,,26.0,1.0,2.7777777777777777
Chaenorhinum,Plantaginaceae,Lamiales,0.0,0.0,0.458333333,0.0,0.005925926,1.0,1.0,1.0,1.0,1.5,0.6612222223333334,1.208066109923077,,29.0,1.0,6.896551724137931
Chaerophyllum,Apiaceae,Apiales,0.0,0.0,0.59375,0.0,0.003968254,0.0,1.0,0.7,1.0,3.3888888888333333,0.925,2.5124782609130434,,31.0,1.0,11.764705882352942
Chamaebatia,Rosaceae,Rosales,0.0,0.0,1.0,1.0,0.001060071,0.0,0.869068767173913,0.7657793086666667,0.9722222222083332,2.1739697801,0.8256875,0.7405270453157895,,21.0,1.0,2.7777777777777777
Chamaecrista,Fabaceae,Fabales,0.0,0.0,0.8502970904199999,0.0,0.096494845,0.666666667,1.0,0.9291558728928572,1.0,2.0,0.665,1.6492406904042554,,19.0,1.0,19.801980198019802
Chamaecyparis,Cupressaceae,Pinophyta,5.0,0.1,1.0,1.0,0.007142857,0.2876006946967245,1.0,1.0,0.2083333333333333,1.1,0.977,10.63923077,11.62669103,8.0,1.0,0.0
Chamaecytisus,Fabaceae,Fabales,1.176470588,0.2,1.0,1.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,,26.0,1.0,19.801980198019802
Chamaemelum,Asteraceae,Asterales,0.0,0.0,0.4,0.0,0.00210989,0.015625,1.0,1.0,1.0,2.58694816475,0.6654010416875,5.24,2.42899276,37.0,1.0,7.835820895522388
Chamaesaracha,Solanaceae,Solanales,0.0,0.0,1.0,0.0,0.089837398,0.0070921986666666,1.0,0.859375,1.0,1.3402777776666666,0.25625,2.460350907,,27.0,1.0,21.428571428571427
Chamaespartium,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,,17.0,1.0,19.801980198019802
Chamaesyce,Euphorbiaceae,Malpighiales,0.144230769,0.046153846,0.464285714,0.169230769,0.01239531,0.0333333333333333,0.980769231,0.744047619,0.7,2.958333333,0.58,2.6397142856666664,,21.0,1.0,7.142857142857143
Chamerion,Onagraceae,Myrtales,0.0,0.0,1.0,0.0,0.001538462,0.0,1.0,0.60208333325,0.99,1.75,0.799333333,1.2039102564,,17.0,1.0,18.181818181818183
Chamomilla,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.3862005286025645,,23.0,1.0,7.835820895522388
Charpentiera,Amaranthaceae,Caryophyllales,10.0,0.2,1.0,1.0,0.041463415,0.0,1.0,0.9744318181818182,0.3531713639130434,4.0,0.199,1.3453542688666666,,19.0,1.0,47.72727272727273
Cheilanthes,Pteridaceae,Monilophyta,0.860215054,0.129032258,1.0,0.0,0.0,0.2876006946967245,1.0,1.0,1.0,3.8333333335,0.6304592000547441,5.97,,13.0,1.0,0.0
Cheiranthera,Pittosporaceae,Apiales,0.0,0.0,1.0,0.0,0.005,0.0,0.9841325564285818,1.0,1.0,2.21875,0.6304592000547441,0.535,,22.0,1.0,0.0
Cheirodendron,Araliaceae,Apiales,33.33333333,0.5,1.0,1.0,0.0,0.0,1.0,0.5,1.0,1.666666667,0.6304592000547441,1.8086842105,,25.0,1.0,0.0
Cheirolophus,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,1.0,4.0,0.6654010416875,0.705,3.008965026,35.0,1.0,7.835820895522388
Chelone,Plantaginaceae,Lamiales,0.0,0.0,1.0,0.0,0.005925926,1.0,1.0,0.753702001625,0.834375,1.5,0.6612222223333334,1.208066109923077,,28.0,1.0,6.896551724137931
Chenopodium,Amaranthaceae,Caryophyllales,0.021905805,0.018072289,0.082542001,0.02189781,0.041463415,0.0,1.0,1.0,0.431818182,2.448412698428572,0.199,1.309230769,36.24816596,17.0,1.0,100.0
Chiloglottis,Orchidaceae,Asparagales,20.0,0.4,1.0,0.0,0.0,1.0,0.967948717923077,0.7159863945,1.0,2.9197885448571426,0.6304592000547441,10.827903073333331,,24.0,1.0,0.0
Chimaphila,Ericaceae,Ericales,0.0,0.0,1.0,0.75,0.0,0.0,1.0,0.5,1.0,1.9659090908333328,0.9123333333333332,0.8798214285,,22.0,1.0,0.0
Chionodoxa,Asparagaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.496428571375,1.0,2.9,0.956,9.27415334995238,,17.0,1.0,3.0303030303030303
Chionogentias,Gentianaceae,Gentianales,10.0,0.2,0.4,0.0,0.0,0.0,1.0,0.8296703297142857,1.0,2.9545454545,0.723,4.839333333333333,,20.0,1.0,0.0
Chloris,Poaceae,Poales,0.432900433,0.045454545,0.659090909,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.0,1.7807017544210528,0.4968928571428571,0.35,,31.0,1.0,100.0
Chlorogalum,Asparagaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.496428571375,1.0,2.9,0.956,9.27415334995238,,21.0,1.0,3.0303030303030303
Choenomeles,Rosaceae,Rosales,0.0,0.0,1.0,1.0,0.001060071,0.0,0.869068767173913,0.7657793086666667,0.9722222222083332,2.1739697801,0.8256875,0.7405270453157895,,20.0,1.0,2.7777777777777777
Chondrilla,Asteraceae,Asterales,0.0,0.0,0.625,0.0,0.00210989,0.015625,0.0,1.0,1.0,2.58694816475,0.6654010416875,3.3862005286025645,,36.0,1.0,7.835820895522388
Choretrum,Santalaceae,Santalales,0.0,0.0,1.0,1.0,0.002139037,0.0,1.0,0.8928571430000001,0.6583333333333333,2.2,0.6304592000547441,39.71222222,,19.0,1.0,0.0
Chorizandra,Cyperaceae,Poales,0.0,0.0,1.0,0.0,0.00045977,0.7142857142857143,1.0,0.5235119047857143,0.0316129767777777,2.2,0.0945,0.9907597402857142,,15.0,1.0,25.0
Chorizanthe,Polygonaceae,Caryophyllales,0.0,0.0,0.0,0.0,0.002727273,0.0,1.0,0.743988801,0.9032738095,3.0,0.8,1.6491309523333333,,21.0,1.0,10.526315789473685
Christella,Thelypteridaceae,Monilophyta,20.0,0.4,1.0,0.0,0.0,0.2876006946967245,0.5,0.5,0.8173756359705927,3.0,0.6304592000547441,6.6225000000000005,,15.0,1.0,0.0
Chrozophora,Euphorbiaceae,Malpighiales,0.0,0.0,0.0,0.0,0.01239531,0.0,0.980769231,0.744047619,0.7,2.2299770105714285,0.58,2.6397142856666664,,25.0,1.0,7.142857142857143
Chrysanthemum,Asteraceae,Asterales,0.0,0.0,0.3,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,10.451,35.2082587,33.0,1.0,100.0
Chrysocephalum,Asteraceae,Asterales,0.0,0.0,0.8,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,1.0,2.58694816475,0.6654010416875,3.3862005286025645,,36.0,1.0,7.835820895522388
Chrysocoma,Asteraceae,Asterales,0.0,0.0,1.0,1.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.3862005286025645,,31.0,1.0,7.835820895522388
Chrysolepis,Fagaceae,Fagales,0.0,0.0,1.0,1.0,0.001492537,0.2876006946967245,1.0,1.0,0.2272727273333333,1.825471698,1.0,0.792267081,,21.0,1.0,0.0
Chrysopsis,Asteraceae,Asterales,0.0,0.0,0.875,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.3862005286025645,,43.0,1.0,7.835820895522388
Chrysosplenium,Saxifragaceae,Saxifragales,0.0,0.0,1.0,0.0,0.0,0.2876006946967245,1.0,0.5,1.0,2.3942552466726874,0.6304592000547441,1.406666667,,16.0,1.0,0.0
Chrysothamnus,Asteraceae,Asterales,0.925925926,0.125,1.0,0.964285714,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.3862005286025645,,43.0,1.0,7.835820895522388
Cicendia,Gentianaceae,Gentianales,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.9545454545,0.723,4.839333333333333,,23.0,1.0,0.0
Cicer,Fabaceae,Fabales,0.0,0.0,0.75,0.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.411333333,14.68291407,28.0,1.0,19.801980198019802
Cicerbita,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.3862005286025645,,33.0,1.0,7.835820895522388
Cichorium,Asteraceae,Asterales,0.0,0.0,0.714285714,0.0,0.00210989,0.015625,1.0,1.0,1.0,2.58694816475,0.6654010416875,3.3862005286025645,,33.0,1.0,7.835820895522388
Cicuta,Apiaceae,Apiales,0.0,0.0,0.833333333,0.0,0.003968254,0.0,1.0,0.5,1.0,3.3888888888333333,0.925,2.5124782609130434,,28.0,1.0,11.764705882352942
Cinna,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.034680304047619,1.7807017544210528,0.4968928571428571,4.6528267402125,,32.0,1.0,22.36842105263158
Cinnamomum,Lauraceae,Laurales,0.0,0.0,1.0,1.0,0.0004,0.0,0.9841325564285818,0.7694294731480881,1.0,2.477272727,0.6304592000547441,0.6,,11.0,1.0,0.0
Circaea,Onagraceae,Myrtales,20.0,0.5,1.0,0.0,0.001538462,0.0,1.0,0.333333333,1.0,1.75,0.6186,1.2039102564,,19.0,1.0,18.181818181818183
Cirsium,Asteraceae,Asterales,0.245630609,0.178082192,0.57615894,0.0,0.00210989,0.015625,1.0,0.666666667,1.0,2.58694816475,0.6654010416875,1.463684211,31.65784155,36.0,1.0,7.835820895522388
Cistanche,Orobanchaceae,Lamiales,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8805555555555555,1.0,1.5,0.7155,9.435,0.0,26.0,1.0,100.0
Cistus,Cistaceae,Malvales,15.78947368,1.421052632,1.0,1.0,0.011428571,0.2876006946967245,1.0,1.0,1.0,3.0,0.6304592000547441,2.327058824,17.25777595,22.0,1.0,0.0
Citrullus,Cucurbitaceae,Cucurbitales,4.761904762,0.142857143,0.285714286,0.0,0.024852071,0.0,0.75,1.0,1.0,2.0,0.498,0.45,,21.0,1.0,0.0
Citrus,Rutaceae,Sapindales,0.0,0.0,1.0,1.0,0.001652893,0.0,1.0,1.0,1.0,4.0,0.6304592000547441,0.454137931,14.961553,22.0,1.0,0.0
Cladanthus,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.8,,23.0,1.0,7.835820895522388
Cladium,Cyperaceae,Poales,0.0,0.0,1.0,0.0,0.00045977,0.7142857142857143,1.0,0.0,0.0,2.2,0.0945,0.9907597402857142,,16.0,1.0,25.0
Clarkia,Onagraceae,Myrtales,0.769230769,0.15,0.0,0.0,0.001538462,0.0,1.0,0.60208333325,0.99,1.75,0.655666667,1.849166667,40.32936589,21.0,1.0,18.181818181818183
Claytonia,Montiaceae,Caryophyllales,1.13960114,0.148148148,0.553571429,0.0,0.0,0.2876006946967245,1.0,1.0,1.0,1.0,0.6304592000547441,2.815,31.9014427,22.0,1.0,0.0
Cleistogenes,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.034680304047619,1.7807017544210528,0.4968928571428571,4.6528267402125,,17.0,1.0,22.36842105263158
Clematis,Ranunculaceae,Ranunculales,0.0,0.0,1.0,0.814814815,0.0,0.0,1.0,0.666666667,0.8,3.75,0.7035555556666667,10.66818182,22.49928382,21.0,1.0,0.0
Cleome,Cleomaceae,Brassicales,0.0,0.0,0.0,0.0,0.006666667,0.875,0.9841325564285818,0.7694294731480881,1.0,0.0,0.6304592000547441,0.31,,19.0,1.0,33.333333333333336
Cleomella,Cleomaceae,Brassicales,0.0,0.0,0.0,0.0,0.006666667,0.875,0.9841325564285818,0.7694294731480881,1.0,0.0,0.6304592000547441,0.31,,19.0,1.0,100.0
Clermontia,Campanulaceae,Asterales,2.164502165,0.227272727,1.0,1.0,0.0,0.5,1.0,0.8894557824285715,1.0,2.923076923,0.72125,2.3315,,26.0,1.0,0.0
Clinopodium,Lamiaceae,Lamiales,0.0,0.0,0.8,0.0,0.004320557,1.0,1.0,0.6,1.0,0.25,0.664,0.44,,34.0,1.0,2.127659574468085
Clintonia,Liliaceae,Liliales,0.0,0.0,1.0,0.0,0.0,0.2876006946967245,1.0,0.55,1.0,2.3942552466726874,0.82,18.85,,17.0,1.0,0.0
Clypeola,Brassicaceae,Brassicales,0.0,0.0,0.0,0.0,0.00485306,0.0,0.998958333325,0.90956349205,1.0,2.9222222222222225,0.4929733334,0.8330963370185186,,27.0,1.0,8.045977011494253
Cnidium,Apiaceae,Apiales,0.0,0.0,0.75,0.0,0.003968254,0.0,1.0,1.0,1.0,3.3888888888333333,0.925,2.5124782609130434,,38.0,1.0,11.764705882352942
Cochlearia,Brassicaceae,Brassicales,1.960784314,0.166666667,0.388888889,0.0,0.00485306,0.0,1.0,0.8,1.0,2.9222222222222225,0.4929733334,0.642222222,34.37332475,27.0,1.0,100.0
Coincya,Brassicaceae,Brassicales,0.0,0.0,0.25,0.0,0.00485306,0.0,1.0,1.0,1.0,2.9222222222222225,0.4929733334,0.8330963370185186,,29.0,1.0,8.045977011494253
Colchicum,Colchicaceae,Liliales,0.790513834,0.086956522,1.0,0.0,0.0,0.0,1.0,0.5,1.0,2.3942552466726874,0.7468,4.713636364,53.69759852,17.0,1.0,0.0
Coleostephus,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,1.0,2.58694816475,0.6654010416875,3.3862005286025645,,23.0,1.0,7.835820895522388
Collinsia,Plantaginaceae,Lamiales,1.754385965,0.157894737,0.0,0.0,0.005925926,1.0,1.0,0.753702001625,0.834375,1.5,0.592666667,3.2,31.96066919,26.0,1.0,6.896551724137931
Collomia,Polemoniaceae,Ericales,0.0,0.0,0.214285714,0.0,0.0,0.2876006946967245,1.0,1.0,1.0,2.3942552466726874,0.4076666666666666,2.08,,24.0,1.0,0.0
Colobanthus,Caryophyllaceae,Caryophyllales,0.0,0.0,1.0,0.0,0.001818182,0.0,1.0,0.9091866028421052,0.95541666665,3.240740740777778,0.5151666666666667,0.7,,23.0,1.0,13.793103448275861
Colubrina,Rhamnaceae,Rosales,0.0,0.0,1.0,1.0,0.004444444,0.0,1.0,1.0,1.0,3.0,0.6304592000547441,0.93,,23.0,1.0,100.0
Colutea,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,0.7719298245789473,1.0,1.0,1.0,2.075313283157895,0.5700679541176471,0.65,,29.0,1.0,19.801980198019802
Comesperma,Polygalaceae,Fabales,0.0,0.0,1.0,0.428571429,0.001913876,1.0,1.0,0.875,1.0,3.5,0.6304592000547441,0.671111111,,16.0,1.0,0.0
Commelina,Commelinaceae,Commelinales,0.0,0.0,0.4375,0.0,0.0,1.0,0.9841325564285818,0.7694294731480881,1.0,2.3942552466726874,0.6304592000547441,7.00125,33.06139589,15.0,1.0,0.0
Commersonia,Malvaceae,Malvales,0.0,0.0,1.0,1.0,0.006153846,0.0,1.0,1.0,0.9333333333,3.56964285725,0.3485,1.2520882353333334,,20.0,1.0,17.24137931034483
Conopodium,Apiaceae,Apiales,0.0,0.0,0.7088810259076923,0.0,0.003968254,0.0,1.0,1.0,1.0,3.3888888888333333,0.925,2.5124782609130434,,22.0,1.0,11.764705882352942
Conospermum,Proteaceae,Proteales,0.0,0.0,1.0,1.0,0.000625,0.0,0.9841325564285818,0.7694294731480881,1.0,2.3942552466726874,0.7608333333333333,0.8766666666666666,,12.0,1.0,0.0
Conringia,Brassicaceae,Brassicales,0.0,0.0,0.0,0.0,0.00485306,0.0,1.0,1.0,1.0,2.9222222222222225,0.4929733334,0.23,,30.0,1.0,8.045977011494253
Consolida,Ranunculaceae,Ranunculales,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0,1.0,4.0,0.7035555556666667,5.665,50.70520024,18.0,1.0,0.0
Convolvulus,Convolvulaceae,Solanales,0.0,0.0,0.859375,0.058823529,0.044375,0.0,1.0,0.5,1.0,1.0,0.3845,1.202,26.91575983,22.0,1.0,37.5
Conyza,Asteraceae,Asterales,1.086956522,0.125,0.045454545,0.0,0.00210989,0.0,0.9667911996712328,0.761325295527027,1.0,2.58694816475,0.6654010416875,3.3862005286025645,,34.0,1.0,7.835820895522388
Coprosma,Rubiaceae,Gentianales,3.03030303,0.318181818,1.0,0.818181818,0.0006,0.0,1.0,0.7422839506666667,1.0,1.0,0.7185,1.33,5.31659234,24.0,1.0,0.0
Corallorhiza,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,1.0,0.967948717923077,0.7159863945,1.0,2.9197885448571426,0.6304592000547441,10.827903073333331,,18.0,1.0,0.0
Cordylanthus,Orobanchaceae,Lamiales,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8805555555555555,1.0,1.5,0.7155,4.165212766,,27.0,1.0,22.22222222222222
Coreopsis,Asteraceae,Asterales,0.0,0.0,0.552631579,0.035714286,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,2.025,33.17291072,26.0,1.0,7.835820895522388
Coris,Primulaceae,Ericales,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.6743197278571429,1.0,3.090293040333333,0.741,2.521965909125,,19.0,1.0,25.0
Corispermum,Amaranthaceae,Caryophyllales,0.0,0.0,0.0,0.0,0.041463415,0.0,1.0,1.0,1.0,2.448412698428572,0.199,1.3453542688666666,,21.0,1.0,47.72727272727273
Cornus,Cornaceae,Cornales,1.322751323,0.178571429,0.964285714,0.75,0.0,0.2876006946967245,1.0,0.6,1.0,2.0,0.6304592000547441,1.83,74.29835431,13.0,1.0,0.0
Coronilla,Fabaceae,Fabales,0.0,0.0,0.583333333,0.333333333,0.096494845,0.7719298245789473,1.0,1.0,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,,28.0,1.0,19.801980198019802
Coronopus,Brassicaceae,Brassicales,0.0,0.0,0.136363636,0.0,0.00485306,0.0,0.998958333325,0.90956349205,0.9974160206744186,2.9222222222222225,0.4929733334,0.8330963370185186,,20.0,1.0,8.045977011494253
Correa,Rutaceae,Sapindales,33.33333333,0.833333333,1.0,1.0,0.001652893,0.0,1.0,1.0,1.0,3.2681818182,0.6304592000547441,1.33,,25.0,1.0,0.0
Corrigiola,Molluginaceae,Caryophyllales,0.0,0.0,0.5,0.0,0.022988506,0.0,1.0,1.0,1.0,2.3942552466726874,0.6304592000547441,0.49,,18.0,1.0,0.0
Cortaderia,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.0,1.7807017544210528,0.4968928571428571,3.885,14.09621067,24.0,1.0,22.36842105263158
Corybas,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,1.0,0.967948717923077,0.7159863945,1.0,2.9197885448571426,0.6304592000547441,10.827903073333331,,25.0,1.0,0.0
Corydalis,Papaveraceae,Ranunculales,0.0,0.0,0.573029198,0.0,0.0,0.5,1.0,1.0,1.0,2.3942552466726874,0.23,0.7175,22.68468409,14.0,1.0,6.666666666666667
Corylus,Betulaceae,Fagales,2.222222222,0.1,1.0,1.0,0.054545455,0.2876006946967245,1.0,1.0,0.0,1.5,0.9543333335,0.45,0.0,23.0,1.0,25.0
Corynephorus,Poaceae,Poales,0.0,0.0,0.25,0.0,0.074314214,1.0,1.0,1.0,0.0,1.7807017544210528,0.4968928571428571,1.13,,34.0,1.0,22.36842105263158
Coryphantha,Cactaceae,Caryophyllales,0.0,0.0,1.0,0.666666667,0.0,0.0,0.9841325564285818,0.7694294731480881,1.0,2.8,0.6304592000547441,2.428039215666667,,24.0,1.0,0.0
Cosmos,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.0,1.0,1.0,1.0,2.58694816475,0.6654010416875,3.963333333,76.01711185,33.0,1.0,7.835820895522388
Cotoneaster,Rosaceae,Rosales,0.150557061,0.06097561,1.0,1.0,0.001060071,0.0,0.5,0.6875,1.0,0.333333333,0.8256875,1.211666667,21.71311737,27.0,1.0,2.7777777777777777
Cotula,Asteraceae,Asterales,0.0,0.0,0.423076923,0.0,0.00210989,0.015625,1.0,1.0,1.0,2.0,0.6654010416875,2.03,,33.0,1.0,100.0
Crambe,Brassicaceae,Brassicales,0.0,0.0,0.9,0.0,0.00485306,0.0,1.0,1.0,1.0,2.9222222222222225,0.4929733334,1.825,84.38338374,29.0,1.0,100.0
Craspedia,Asteraceae,Asterales,4.545454545,0.25,0.5,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.3862005286025645,,39.0,1.0,7.835820895522388
Crassula,Crassulaceae,Saxifragales,0.0,0.0,0.296296296,0.111111111,0.0,0.0,1.0,0.333333333,0.666666667,0.0,0.728,1.011838383666667,,15.0,1.0,0.0
Crataegus,Rosaceae,Rosales,0.737704918,0.221311475,1.0,1.0,0.001060071,0.0,1.0,1.0,1.0,2.0,0.8256875,1.198,24.88391901,23.0,1.0,2.7777777777777777
Crepidomanes,Hymenophyllaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.2876006946967245,1.0,0.0,0.8173756359705927,2.928571429,0.6304592000547441,3.61002258814534,,7.0,1.0,0.0
Crepis,Asteraceae,Asterales,0.101405186,0.059322034,0.612279226,0.0,0.00210989,0.0,1.0,0.861111111,0.977272727,2.58694816475,0.911,4.19043956,53.11960139,30.0,1.0,7.835820895522388
Critesion,Poaceae,Poales,0.0,0.0,0.25,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.034680304047619,1.7807017544210528,0.4968928571428571,4.6528267402125,,17.0,1.0,22.36842105263158
Crocosmia,Iridaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.4307692308,1.0,0.53365384625,1.0,2.0,0.826,1.04,11.16689389,19.0,1.0,7.6923076923076925
Crocus,Iridaceae,Asparagales,0.269360269,0.072727273,1.0,0.0,0.0,0.4307692308,1.0,0.75,1.0,2.0,0.826,5.660909091,52.33293524,22.0,1.0,7.6923076923076925
Crossosoma,Crossosomataceae,Crossosomatales,0.0,0.0,1.0,1.0,0.0,0.2876006946967245,0.9841325564285818,0.7694294731480881,0.8173756359705927,2.3942552466726874,0.6304592000547441,3.61002258814534,,14.0,1.0,0.0
Crotalaria,Fabaceae,Fabales,0.0,0.0,0.545454545,0.181818182,0.096494845,1.0,1.0,0.9291558728928572,1.0,1.583333333,0.5700679541176471,1.16,16.26738833,22.0,1.0,19.801980198019802
Croton,Euphorbiaceae,Malpighiales,0.0,0.0,0.333333333,0.133333333,0.01239531,0.0,0.980769231,0.744047619,1.0,2.066666667,0.58,2.6397142856666664,,22.0,1.0,7.142857142857143
Crucianella,Rubiaceae,Gentianales,0.0,0.0,0.125,0.125,0.0006,0.0,1.0,0.7422839506666667,1.0,2.0387159138333333,0.7185,1.3786363636666668,,24.0,1.0,0.0
Cruciata,Rubiaceae,Gentianales,0.0,0.0,0.8,0.0,0.0006,0.0,1.0,0.666666667,1.0,2.0387159138333333,0.7185,0.71,0.0,25.0,1.0,0.0
Crupina,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,1.0,2.58694816475,0.6654010416875,3.3862005286025645,,33.0,1.0,7.835820895522388
Crypsis,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.034680304047619,1.7807017544210528,0.4968928571428571,4.6528267402125,,25.0,1.0,22.36842105263158
Cryptandra,Rhamnaceae,Rosales,0.0,0.0,1.0,0.75,0.004444444,0.0,1.0,1.0,0.95833333325,1.7791666666666668,0.6304592000547441,0.8661904760000001,,22.0,1.0,18.181818181818183
Cryptantha,Boraginaceae,Boraginales,0.012498438,0.007874016,0.383064516,0.003937008,0.001824818,0.0,1.0,0.8851851851666667,0.9736842105263158,2.9123376622857142,0.7039500000000001,1.4171923077000002,,23.0,1.0,4.878048780487805
Cryptogramma,Pteridaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.2876006946967245,1.0,1.0,1.0,3.8333333335,0.6304592000547441,5.97,,13.0,1.0,0.0
Cryptostylis,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,1.0,0.967948717923077,0.7159863945,1.0,2.9197885448571426,0.6304592000547441,10.827903073333331,,21.0,1.0,0.0
Ctenitis,Dryopteridaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.2876006946967245,0.909090909,0.7727272725000001,0.0,4.0,0.6304592000547441,9.81590909,,15.0,1.0,0.0
Ctenopsis,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.034680304047619,1.7807017544210528,0.4968928571428571,4.6528267402125,,17.0,1.0,22.36842105263158
Cucumis,Cucurbitaceae,Cucurbitales,0.0,0.0,0.0,0.0,0.024852071,0.0,0.75,1.0,1.0,2.0,0.498,0.965333333,25.33907028,21.0,1.0,0.0
Cucurbita,Cucurbitaceae,Cucurbitales,0.0,0.0,0.333333333,0.0,0.024852071,0.0,0.75,1.0,1.0,2.0,0.498,0.524782609,37.23273074,20.0,1.0,0.0
Cullen,Fabaceae,Fabales,0.0,0.0,0.9375,0.125,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,,29.0,1.0,19.801980198019802
Cuphea,Lythraceae,Myrtales,0.0,0.0,0.5,0.2,0.0,0.0,1.0,0.833333333,1.0,2.3942552466726874,0.684,3.61002258814534,,18.0,1.0,25.0
