Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value,Phylo_Dist_Root,Phylo_Branch_Len,Salinity_Tol
Abies,Pinaceae,Pinophyta,0.362318841,0.041666667,1.0,1.0,0.004761905,0.2876006946967245,1.0,1.0,0.0,0.695652174,0.8674,17.23266667,9.085723529,8.0,1.0,0.0
Abronia,Nyctaginaceae,Caryophyllales,4.166666667,0.3125,0.6875,0.0,0.005063291,0.0,0.9841325564285818,0.7694294731480881,1.0,3.0,0.6304592000547441,1.19,,22.0,1.0,100.0
Abutilon,Malvaceae,Malvales,0.0,0.0,0.763157895,0.394736842,0.006153846,0.0,1.0,1.0,1.0,3.5,0.057,1.245,0.0,28.0,1.0,17.24137931034483
Acacia,Fabaceae,Fabales,0.208188758,0.136363636,1.0,1.0,0.096494845,0.0,1.0,0.9291558728928572,1.0,1.5,0.807875,1.186321839,31.78010935,18.0,1.0,100.0
Acaena,Rosaceae,Rosales,8.888888889,0.4,1.0,0.0,0.001060071,0.0,0.869068767173913,0.5,0.9722222222083332,2.1739697801,0.8256875,0.33,,22.0,1.0,2.7777777777777777
Acalypha,Euphorbiaceae,Malpighiales,0.0,0.0,0.0,0.0,0.01239531,0.2,0.980769231,0.744047619,0.0,2.772727273,0.58,2.6397142856666664,,26.0,1.0,7.142857142857143
Acamptopappus,Asteraceae,Asterales,0.0,0.0,1.0,1.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.3862005286025645,,43.0,1.0,7.835820895522388
Acanthomintha,Lamiaceae,Lamiales,0.0,0.0,0.0,0.0,0.004320557,0.958333333375,1.0,0.7129528985652174,0.9986772486666666,1.5795454545454546,0.664,1.1319000933529413,,25.0,1.0,2.127659574468085
Acanthopanax,Araliaceae,Apiales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,2.4728535353333334,0.6304592000547441,1.8086842105,,24.0,1.0,0.0
Acanthospermum,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.0,0.9667911996712328,0.761325295527027,1.0,2.58694816475,0.6654010416875,3.3862005286025645,,38.0,1.0,7.835820895522388
Acanthus,Acanthaceae,Lamiales,0.0,0.0,1.0,0.0,0.000857143,1.0,0.9841325564285818,0.7694294731480881,1.0,0.8,0.6304592000547441,3.61002258814534,,25.0,1.0,100.0
Acer,Sapindaceae,Sapindales,0.185013876,0.042553191,1.0,1.0,0.001265823,0.0,1.0,0.916666667,0.833333333,2.166666667,0.945,0.908181818,26.43476679,20.0,1.0,16.666666666666668
Achillea,Asteraceae,Asterales,0.790960452,0.233333333,1.0,0.0,0.00210989,0.0,1.0,0.5,1.0,2.58694816475,0.6654010416875,4.137692308,51.15042164,38.0,1.0,100.0
Achlys,Berberidaceae,Ranunculales,0.0,0.0,1.0,0.0,0.0,0.2876006946967245,1.0,0.833333333,1.0,1.980392157,0.6304592000547441,2.7507894735,,14.0,1.0,0.0
Achnatherum,Poaceae,Poales,2.857142857,0.2,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.034680304047619,1.7807017544210528,0.4968928571428571,4.6528267402125,,17.0,1.0,22.36842105263158
Achyranthes,Amaranthaceae,Caryophyllales,0.0,0.0,0.916666667,0.5,0.041463415,0.0,1.0,0.9744318181818182,0.3531713639130434,3.25,0.199,1.3453542688666666,,23.0,1.0,47.72727272727273
Acianthus,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,1.0,0.967948717923077,0.7159863945,1.0,2.9197885448571426,0.6304592000547441,10.827903073333331,,24.0,1.0,0.0
Acinos,Lamiaceae,Lamiales,60.0,1.2,0.8,0.0,0.004320557,0.958333333375,1.0,1.0,1.0,1.5795454545454546,0.664,1.1319000933529413,,25.0,1.0,2.127659574468085
Aciphylla,Apiaceae,Apiales,0.0,0.0,1.0,0.0,0.003968254,0.0,1.0,0.8953401360571428,0.9996012759210526,3.3888888888333333,0.925,2.5124782609130434,,29.0,1.0,11.764705882352942
Aconitum,Ranunculaceae,Ranunculales,0.653594771,0.055555556,1.0,0.0,0.0,0.25,1.0,0.958333333,1.0,3.75,0.884,5.44,,15.0,1.0,0.0
Acorus,Acoraceae,Acorales,0.0,0.0,1.0,0.0,0.0,0.2876006946967245,1.0,0.0,1.0,2.3942552466726874,0.6304592000547441,0.525,33.67175149,7.0,1.0,0.0
Acrotriche,Ericaceae,Ericales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.582051282,0.9527777777333332,1.9659090908333328,0.9123333333333332,0.8798214285,,27.0,1.0,0.0
Actaea,Ranunculaceae,Ranunculales,16.66666667,0.25,1.0,0.0,0.0,0.25,1.0,0.5,1.0,3.75,0.7035555556666667,8.228908655466666,,15.0,1.0,0.0
Actinotus,Apiaceae,Apiales,0.0,0.0,0.5,0.0,0.003968254,0.0,1.0,0.8953401360571428,0.9996012759210526,3.3888888888333333,0.925,2.5124782609130434,,22.0,1.0,11.764705882352942
Adenocarpus,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,1.0,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,0.875,4.040610178,25.0,1.0,19.801980198019802
Adenophora,Campanulaceae,Asterales,0.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,2.7782266752857145,0.72125,4.72,,26.0,1.0,0.0
Adenophorus,Polypodiaceae,Monilophyta,6.666666667,0.3,1.0,0.0,0.0,0.2876006946967245,1.0,0.5,1.0,2.3,0.6304592000547441,14.15444444,,17.0,1.0,0.0
Adenophyllum,Asteraceae,Asterales,0.0,0.0,1.0,1.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.3862005286025645,,42.0,1.0,7.835820895522388
Adenostoma,Rosaceae,Rosales,0.0,0.0,1.0,1.0,0.001060071,0.0,0.869068767173913,0.7657793086666667,0.9722222222083332,2.1739697801,0.8256875,0.7405270453157895,,21.0,1.0,2.7777777777777777
Adenostyles,Asteraceae,Asterales,33.33333333,0.333333333,1.0,0.0,0.00210989,0.015625,1.0,0.5,1.0,2.58694816475,0.6654010416875,3.3862005286025645,,34.0,1.0,7.835820895522388
Adiantum,Pteridaceae,Monilophyta,0.526315789,0.05,1.0,0.0,0.0,0.2876006946967245,1.0,1.0,1.0,3.666666667,0.6304592000547441,5.13,,13.0,1.0,0.0
Adonis,Ranunculaceae,Ranunculales,2.222222222,0.1,0.6,0.0,0.0,0.25,1.0,0.875,1.0,3.75,0.7035555556666667,15.5,12.31734393,15.0,1.0,0.0
Adriana,Euphorbiaceae,Malpighiales,0.0,0.0,1.0,1.0,0.01239531,0.0333333333333333,0.980769231,0.744047619,0.7,2.2299770105714285,0.58,2.6397142856666664,,25.0,1.0,7.142857142857143
Aegilops,Poaceae,Poales,0.952380952,0.066666667,0.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.0,1.7807017544210528,0.4968928571428571,8.908615385,41.28191488,32.0,1.0,22.36842105263158
Aeluropus,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.034680304047619,1.7807017544210528,0.4968928571428571,8.4,,26.0,1.0,100.0
Aeonium,Crassulaceae,Saxifragales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.50595238075,0.91666666675,0.5,0.728,0.937333333,107.3211613,20.0,1.0,0.0
Aesculus,Sapindaceae,Sapindales,0.0,0.0,1.0,1.0,0.001265823,0.0,1.0,1.0,1.0,2.0,0.945,0.365,0.0,20.0,1.0,16.666666666666668
Aethionema,Brassicaceae,Brassicales,0.0,0.0,0.9,0.0,0.00485306,0.0,1.0,1.0,1.0,4.0,0.4929733334,0.71,0.0,19.0,1.0,8.045977011494253
Agalinis,Orobanchaceae,Lamiales,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8805555555555555,1.0,1.5,0.469,4.165212766,,28.0,1.0,100.0
Agalinus,Orobanchaceae,Lamiales,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8805555555555555,1.0,1.5,0.7155,4.165212766,,24.0,1.0,22.22222222222222
Agastache,Lamiaceae,Lamiales,0.0,0.0,1.0,0.0,0.004320557,0.958333333375,1.0,0.7129528985652174,0.9986772486666666,1.5795454545454546,0.664,1.1319000933529413,,34.0,1.0,2.127659574468085
Agave,Asparagaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.496428571375,1.0,2.9,0.956,6.470684932,34.23608512,23.0,1.0,3.0303030303030303
Ageratina,Asteraceae,Asterales,0.0,0.0,1.0,0.5,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,0.9,0.6654010416875,3.3862005286025645,,36.0,1.0,7.835820895522388
Ageratum,Asteraceae,Asterales,0.0,0.0,0.5,0.0,0.00210989,0.0,0.9667911996712328,0.761325295527027,1.0,2.0,0.6654010416875,3.3862005286025645,,38.0,1.0,7.835820895522388
Agoseris,Asteraceae,Asterales,3.03030303,0.166666667,0.833333333,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,2.4625,44.21783094,26.0,1.0,7.835820895522388
Agrimonia,Rosaceae,Rosales,0.653594771,0.055555556,1.0,0.0,0.001060071,0.0,1.0,0.75,1.0,2.1739697801,0.8256875,0.7405270453157895,,21.0,1.0,2.7777777777777777
Agropyron,Poaceae,Poales,5.627705628,0.590909091,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.034680304047619,1.7807017544210528,0.4968928571428571,9.37,35.56842708,29.0,1.0,100.0
Agrostemma,Caryophyllaceae,Caryophyllales,0.0,0.0,0.0,0.0,0.001818182,0.0,1.0,1.0,1.0,3.240740740777778,0.5151666666666667,2.1,,23.0,1.0,13.793103448275861
Agrostis,Poaceae,Poales,0.293040293,0.152380952,0.808411215,0.0,0.074314214,1.0,1.0,0.576923077,0.0,1.166666667,0.4968928571428571,5.437586207,45.418384,28.0,1.0,100.0
Aichryson,Crassulaceae,Saxifragales,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.50595238075,0.91666666675,0.5,0.728,0.685,1.032272673,20.0,1.0,0.0
Aira,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,1.0,1.0,1.0,0.0,1.7807017544210528,0.4968928571428571,4.3275,36.3613866,27.0,1.0,22.36842105263158
Ajuga,Lamiaceae,Lamiales,3.80952381,0.266666667,0.866666667,0.0,0.004320557,0.958333333375,1.0,0.875,1.0,1.5795454545454546,0.664,1.1319000933529413,,29.0,1.0,2.127659574468085
Albizia,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,0.0,1.0,0.9291558728928572,1.0,1.966666667,0.951,1.215,7.565751568,23.0,1.0,19.801980198019802
Alcea,Malvaceae,Malvales,0.0,0.0,1.0,0.0,0.006153846,0.0,1.0,1.0,1.0,3.56964285725,0.3485,1.2520882353333334,,29.0,1.0,100.0
Alchemilla,Rosaceae,Rosales,0.012986001,0.017985612,1.0,0.0,0.001060071,0.0,0.0,0.5,1.0,2.1739697801,0.8256875,0.7405270453157895,,24.0,1.0,2.7777777777777777
Alectryon,Sapindaceae,Sapindales,0.0,0.0,1.0,1.0,0.001265823,0.0,1.0,0.9583333335,0.7666666666,3.0,0.945,0.6195454545,,21.0,1.0,16.666666666666668
Alhagi,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,,28.0,1.0,100.0
Alisma,Alismataceae,Alismatales,0.526315789,0.05,0.925,0.1,0.0,0.0,1.0,0.5,0.833333333,2.0,0.74,12.7125,6.471772929,15.0,1.0,25.0
Alkanna,Boraginaceae,Boraginales,0.0,0.0,0.941176471,0.0,0.001824818,0.0,1.0,0.8851851851666667,0.9736842105263158,2.9123376622857142,0.7039500000000001,1.4171923077000002,,20.0,1.0,4.878048780487805
Allium,Amaryllidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.543478261,1.0,4.0,0.91,19.9175,35.5560929,17.0,1.0,0.0
Allocasuarina,Casuarinaceae,Fagales,1.818181818,0.090909091,1.0,1.0,0.094736842,0.2876006946967245,0.9841325564285818,0.7694294731480881,0.0,2.3942552466726874,0.6304592000547441,0.95,,21.0,1.0,100.0
Allophyllum,Polemoniaceae,Ericales,0.0,0.0,0.0,0.0,0.0,0.2876006946967245,1.0,0.8333333333333334,1.0,2.3942552466726874,0.4076666666666666,1.7000000000000002,,24.0,1.0,0.0
Almaleea,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,,17.0,1.0,19.801980198019802
Alnus,Betulaceae,Fagales,0.865800866,0.090909091,1.0,1.0,0.054545455,0.2876006946967245,1.0,0.833333333,0.0,0.166666667,0.913666667,0.642,19.74571709,21.0,1.0,25.0
Aloe,Xanthorrhoeaceae,Asparagales,0.0,0.0,1.0,0.555555556,0.0,0.0,1.0,0.5,1.0,1.5,0.946,16.91779817,26.17850112,20.0,1.0,100.0
Alopecurus,Poaceae,Poales,0.634249471,0.136363636,0.647727273,0.0,0.074314214,1.0,1.0,0.642857143,0.0,1.7807017544210528,0.4968928571428571,8.914,71.57951463,32.0,1.0,22.36842105263158
Alsinidendron,Caryophyllaceae,Caryophyllales,0.0,0.0,1.0,0.0,0.001818182,0.0,1.0,0.9091866028421052,0.95541666665,4.0,0.0,0.833333333,13.48777224,24.0,1.0,13.793103448275861
Alternanthera,Amaranthaceae,Caryophyllales,0.0,0.0,0.821428571,0.071428571,0.041463415,0.0,1.0,0.9744318181818182,0.5,1.888888889,0.199,1.3453542688666666,,24.0,1.0,47.72727272727273
Althaea,Malvaceae,Malvales,0.0,0.0,0.611111111,0.0,0.006153846,0.0,1.0,1.0,1.0,3.56964285725,0.3485,1.2520882353333334,,29.0,1.0,100.0
Alyssoides,Brassicaceae,Brassicales,0.0,0.0,1.0,0.0,0.00485306,0.0,0.998958333325,0.90956349205,0.9974160206744186,2.9222222222222225,0.4929733334,0.8330963370185186,,29.0,1.0,8.045977011494253
Alyssum,Brassicaceae,Brassicales,0.0,0.0,0.675324675,0.0,0.00485306,0.0,1.0,1.0,1.0,2.9222222222222225,0.4929733334,0.58,,26.0,1.0,8.045977011494253
Amaranthus,Amaranthaceae,Caryophyllales,0.380734818,0.194174757,0.04368932,0.0,0.041463415,0.0,1.0,1.0,0.0,2.0,0.199,0.735263158,23.54830959,20.0,1.0,100.0
Ambrosia,Asteraceae,Asterales,0.158562368,0.034090909,0.547619048,0.170454545,0.00210989,0.015625,1.0,0.666666667,0.0,2.58694816475,0.95,2.375,49.9008065,41.0,1.0,7.835820895522388
Amelanchier,Rosaceae,Rosales,1.169590643,0.105263158,1.0,1.0,0.001060071,0.0,1.0,0.875,1.0,2.1739697801,0.8256875,1.1175,25.89801521,23.0,1.0,2.7777777777777777
Ammannia,Lythraceae,Myrtales,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.833333333,1.0,2.3942552466726874,0.684,3.61002258814534,,20.0,1.0,100.0
Ammi,Apiaceae,Apiales,0.0,0.0,0.0,0.0,0.003968254,0.0,1.0,1.0,1.0,3.3888888888333333,0.925,2.5124782609130434,,30.0,1.0,11.764705882352942
Ammophila,Poaceae,Poales,5.0,0.1,1.0,0.0,0.074314214,1.0,1.0,0.0,0.0,1.7807017544210528,0.4968928571428571,4.815,0.0,36.0,1.0,22.36842105263158
Amorpha,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,0.7719298245789473,1.0,1.0,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,,21.0,1.0,100.0
Amphibromus,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.034680304047619,1.7807017544210528,0.4968928571428571,3.99,,35.0,1.0,22.36842105263158
Amphicarpum,Poaceae,Poales,0.0,0.0,0.5,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.034680304047619,1.7807017544210528,0.4968928571428571,4.6528267402125,,17.0,1.0,22.36842105263158
Amphipogon,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.0,1.7807017544210528,0.4968928571428571,4.6528267402125,,21.0,1.0,22.36842105263158
Amsinckia,Boraginaceae,Boraginales,0.246305419,0.034482759,0.0,0.0,0.001824818,0.0,1.0,1.0,1.0,4.0,0.33825,1.133333333,13.47816381,24.0,1.0,4.878048780487805
Amsonia,Apocynaceae,Gentianales,0.0,0.0,1.0,0.0,0.000658617,0.0,1.0,0.4166666666666667,1.0,1.9428571428571428,0.981,0.6835416667499999,,23.0,1.0,12.5
Amyema,Loranthaceae,Santalales,0.0,0.0,1.0,1.0,0.0,0.2876006946967245,0.9841325564285818,0.7694294731480881,1.0,2.3942552466726874,0.6304592000547441,11.71222222,21.3118243,15.0,1.0,0.0
Anabasis,Amaranthaceae,Caryophyllales,0.0,0.0,1.0,1.0,0.041463415,0.0,1.0,0.9744318181818182,0.3531713639130434,2.448412698428572,0.199,1.3453542688666666,,22.0,1.0,100.0
Anacyclus,Asteraceae,Asterales,0.0,0.0,0.25,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,6.4,22.19813419,38.0,1.0,7.835820895522388
Anagallis,Primulaceae,Ericales,0.0,0.0,0.333333333,0.0,0.0,0.0,1.0,0.833333333,1.0,3.090293040333333,0.741,1.75,,22.0,1.0,25.0
Anarrhinum,Plantaginaceae,Lamiales,10.0,0.2,0.5,0.0,0.005925926,1.0,1.0,1.0,1.0,1.5,0.6612222223333334,1.208066109923077,,27.0,1.0,6.896551724137931
Anchusa,Boraginaceae,Boraginales,0.15015015,0.027027027,0.445945946,0.0,0.001824818,0.0,1.0,1.0,1.0,4.0,0.7039500000000001,1.4171923077000002,,23.0,1.0,4.878048780487805
Androcymbium,Colchicaceae,Liliales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,2.3942552466726874,0.7468,2.89,,17.0,1.0,0.0
Andropogon,Poaceae,Poales,0.735294118,0.058823529,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.0,3.333333333,0.4968928571428571,4.378571429,0.0,27.0,1.0,22.36842105263158
Androsace,Primulaceae,Ericales,0.0,0.0,0.602941176,0.0,0.0,0.0,1.0,0.875,1.0,3.090293040333333,0.741,2.521965909125,,19.0,1.0,25.0
Andryala,Asteraceae,Asterales,0.0,0.0,0.7,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,1.0,2.58694816475,0.6654010416875,2.225,27.64866965,31.0,1.0,7.835820895522388
Anemone,Ranunculaceae,Ranunculales,0.289855072,0.065217391,1.0,0.0,0.0,0.25,1.0,0.611111111,1.0,3.0,0.7035555556666667,17.23103448,41.21008428,19.0,1.0,0.0
Angelica,Apiaceae,Apiales,0.0,0.0,0.983333333,0.0,0.003968254,0.0,1.0,1.0,1.0,3.3888888888333333,0.925,3.23,,33.0,1.0,11.764705882352942
Angianthus,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.3862005286025645,,40.0,1.0,7.835820895522388
Anisantha,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.034680304047619,1.7807017544210528,0.4968928571428571,4.6528267402125,,17.0,1.0,22.36842105263158
Antennaria,Asteraceae,Asterales,0.354609929,0.083333333,1.0,0.0,0.00210989,0.015625,1.0,0.5,1.0,2.58694816475,0.729,3.3862005286025645,,35.0,1.0,7.835820895522388
Anthemis,Asteraceae,Asterales,0.016228497,0.006329114,0.486842105,0.0,0.00210989,0.015625,1.0,1.0,1.0,4.0,0.6654010416875,8.175,4.757293329,37.0,1.0,7.835820895522388
Anthericum,Asparagaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,2.9,0.956,8.635,95.23626943,21.0,1.0,3.0303030303030303
Anthoxanthum,Poaceae,Poales,0.0,0.0,0.5,0.0,0.074314214,1.0,1.0,0.75,0.0,1.7807017544210528,0.4968928571428571,5.9,,35.0,1.0,22.36842105263158
Anthriscus,Apiaceae,Apiales,0.0,0.0,0.333333333,0.0,0.003968254,0.0,1.0,0.75,1.0,3.3888888888333333,0.925,2.25,,31.0,1.0,11.764705882352942
Anthyllis,Fabaceae,Fabales,0.0,0.0,0.643410853,0.789473684,0.096494845,0.7719298245789473,1.0,1.0,1.0,2.075313283157895,0.5700679541176471,0.575,23.36526755,30.0,1.0,19.801980198019802
Antidesma,Phyllanthaceae,Malpighiales,100.0,0.5,1.0,1.0,0.002292264,0.0,0.9841325564285818,0.7694294731480881,1.0,1.75,0.6304592000547441,1.146666667,,18.0,1.0,0.0
Antinoria,Poaceae,Poales,0.0,0.0,0.25,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.034680304047619,1.7807017544210528,0.4968928571428571,4.6528267402125,,17.0,1.0,22.36842105263158
Antirrhinum,Plantaginaceae,Lamiales,0.64516129,0.096774194,0.59375,0.28125,0.005925926,1.0,1.0,1.0,1.0,3.0,0.815,0.778,0.0,30.0,1.0,6.896551724137931
Aotus,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,,22.0,1.0,19.801980198019802
Apera,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,1.0,1.0,1.0,0.0,1.7807017544210528,0.4968928571428571,5.4,,31.0,1.0,22.36842105263158
Aphanes,Rosaceae,Rosales,0.0,0.0,0.0,0.0,0.001060071,0.0,0.75,1.0,1.0,2.0,0.8256875,0.58,,24.0,1.0,2.7777777777777777
Aphanostephus,Asteraceae,Asterales,0.0,0.0,0.25,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.3862005286025645,,42.0,1.0,7.835820895522388
Aphelia,Centrolepidaceae,Poales,0.0,0.0,0.0,0.0,0.0,0.2876006946967245,0.9841325564285818,0.7694294731480881,0.8173756359705927,2.3942552466726874,0.6304592000547441,3.61002258814534,,17.0,1.0,0.0
Apium,Apiaceae,Apiales,2.857142857,0.2,0.5,0.0,0.003968254,0.0,1.0,0.625,1.0,4.0,0.925,1.08,,26.0,1.0,100.0
Apocynum,Apocynaceae,Gentianales,11.11111111,0.444444444,1.0,0.0,0.000658617,0.0,1.0,0.4166666666666667,1.0,1.9428571428571428,0.981,0.6835416667499999,,25.0,1.0,100.0
Aquilegia,Ranunculaceae,Ranunculales,0.740055504,0.170212766,1.0,0.0,0.0,0.25,1.0,1.0,1.0,4.0,0.486666667,0.53,3.773584906,14.0,1.0,0.0
Arabidella,Brassicaceae,Brassicales,0.0,0.0,0.5,0.5,0.00485306,0.0,0.998958333325,0.90956349205,0.9974160206744186,2.9222222222222225,0.4929733334,0.8330963370185186,,34.0,1.0,8.045977011494253
Arabidopsis,Brassicaceae,Brassicales,0.0,0.0,0.1,0.0,0.00485306,0.0,1.0,0.9,1.0,2.9222222222222225,0.5882,0.266818182,31.02969721,28.0,1.0,8.045977011494253
Arabis,Brassicaceae,Brassicales,0.035267149,0.018691589,0.690721649,0.0,0.00485306,0.0,0.958333333,0.884615385,1.0,4.0,0.56,0.482307692,66.42766091,24.0,1.0,8.045977011494253
Aralia,Araliaceae,Apiales,0.0,0.0,1.0,0.333333333,0.0,0.0,1.0,0.5,1.0,2.0,0.6304592000547441,1.8086842105,,26.0,1.0,0.0
Arbutus,Ericaceae,Ericales,100.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.5,0.97,0.8798214285,,21.0,1.0,0.0
Arceuthobium,Santalaceae,Santalales,0.0,0.0,1.0,0.0,0.002139037,0.0,1.0,0.8928571430000001,0.6583333333333333,0.0,0.6304592000547441,39.71222222,,20.0,1.0,0.0
Arctium,Asteraceae,Asterales,6.666666667,0.466666667,0.0,0.0,0.00210989,0.015625,1.0,1.0,1.0,2.58694816475,0.6654010416875,3.3862005286025645,,34.0,1.0,7.835820895522388
Arctomecon,Papaveraceae,Ranunculales,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.9583333333333334,1.0,2.3942552466726874,0.23,1.1532142857142855,,12.0,1.0,6.666666666666667
Arctostaphylos,Ericaceae,Ericales,0.372960373,0.121212121,1.0,1.0,0.0,0.0,1.0,0.5,1.0,2.0,0.9123333333333332,1.25,,22.0,1.0,0.0
Arctotheca,Asteraceae,Asterales,0.0,0.0,0.666666667,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.3862005286025645,,26.0,1.0,100.0
Ardisia,Primulaceae,Ericales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6743197278571429,1.0,2.328571429,0.63,2.65,,21.0,1.0,100.0
Arenaria,Caryophyllaceae,Caryophyllales,0.0,0.0,0.618421053,0.0,0.001818182,0.0,1.0,0.875,1.0,4.0,0.5151666666666667,0.7,20.20305089,20.0,1.0,100.0
Argemone,Papaveraceae,Ranunculales,1.515151515,0.083333333,0.583333333,0.0,0.0,0.0,1.0,0.9583333333333334,1.0,2.3942552466726874,0.23,0.6,,15.0,1.0,6.666666666666667
Argentina,Rosaceae,Rosales,0.0,0.0,0.9662624202,0.0,0.001060071,0.0,0.869068767173913,0.7657793086666667,0.9722222222083332,2.1739697801,0.8256875,0.7405270453157895,,23.0,1.0,2.7777777777777777
Argentipallium,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,2.58694816475,0.6654010416875,3.3862005286025645,,39.0,1.0,7.835820895522388
Argyrochosma,Pteridaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.2876006946967245,1.0,1.0,1.0,3.8333333335,0.6304592000547441,5.97,,13.0,1.0,0.0
Argyrolobium,Fabaceae,Fabales,0.0,0.0,1.0,0.5,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.91,0.0,18.0,1.0,19.801980198019802
Argyroxiphium,Asteraceae,Asterales,80.0,1.6,1.0,1.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025208,3.25,0.6654010416875,3.3862005286025645,,23.0,1.0,7.835820895522388
Argythamnia,Euphorbiaceae,Malpighiales,0.0,0.0,1.0,0.0,0.01239531,0.0333333333333333,0.980769231,0.744047619,0.7,2.2299770105714285,0.58,2.6397142856666664,,21.0,1.0,7.142857142857143
Arisaema,Araceae,Alismatales,0.0,0.0,1.0,0.0,0.000248447,0.0,1.0,0.2,1.0,3.0,0.6304592000547441,4.975,2.416244277,16.0,1.0,0.0
Arisarum,Araceae,Alismatales,0.0,0.0,1.0,0.0,0.000248447,0.0,1.0,0.2,1.0,3.0,0.6304592000547441,14.0,24.33892979,13.0,1.0,0.0
Aristida,Poaceae,Poales,0.0,0.0,0.517857143,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.0,2.0,0.4968928571428571,4.6528267402125,,22.0,1.0,100.0
Aristolochia,Aristolochiaceae,Piperales,0.0,0.0,1.0,0.238095238,0.0,1.0,1.0,0.5,1.0,2.636363636,0.6304592000547441,0.375,28.28427125,10.0,1.0,0.0
